date,totcases,totdeaths,logtot,logdet,logdiff,logddiff_det,transit,walking,driving,recreation,essentials,parks,station_transit,workplace,resedential,TotalHospitalized,DailyTested,TotalICU,TotalRecovered,TotalActive,quebec,quebec-us,Coronavirus,Mean Temp
30-06-2020,55458,5503,10.92338126,8.613048677,0.001226905,0.003276304,48.575,83.14,100.4,-1.837209302,9.541666667,114.3076923,-5.5,8.866666667,-1.888888889,500,4527,52,23710,25786,135.8904124,2164.557509,81,21.7
01-07-2020,55524,5527,10.92457064,8.617400452,0.001189382,0.004351775,62.395,111.01,128.07,7.743589744,10.27586207,120.2222222,-30.04761905,-24.90526316,6.875,487,0,50,23786,25845,187.4504367,1955.372716,65,24
02-07-2020,55593,5541,10.92581257,8.619930269,0.001241934,0.002529817,59.79,113.37,137.14,14.375,32.17241379,96.83333333,-27.71428571,-25.51578947,5.163265306,487,0,50,23786,25845,166.7204833,1881.960955,73,25.3
03-07-2020,55682,5560,10.92741221,8.623353387,0.001599641,0.003423118,55.295,91.41,101.475,-41.22727273,-37.60416667,161.1,-44.31818182,-68.27368421,20.96,487,0,50,23786,25845,169.1911741,2003.779084,74,24.3
04-07-2020,55784,5566,10.92924237,8.624431942,0.001830155,0.001078555,65.09,123.165,138.28,5.510638298,15.79365079,122.2222222,-25.31818182,-27.65263158,7.816326531,487,0,50,23786,25845,150.5617833,2075.917892,77,23.2
05-07-2020,55863,5574,10.93065754,8.625868208,0.001415175,0.001436266,66.475,132.625,151.745,-5.039215686,6.308823529,112.5,-20.63636364,-26.16842105,7.340425532,455,15713,45,24602,25303,228.1772556,1895.261251,76,22.6
06-07-2020,55937,5577,10.93198134,8.626406276,0.001323793,0.000538068,55.35,111.255,121.425,-8.551020408,2.172413793,75.41176471,-3.842105263,0.274193548,3.619047619,435,15604,38,24798,25157,202.6091191,2020.468562,78,22.4
07-07-2020,55997,5590,10.9330534,8.628734566,0.00107206,0.00232829,52.3,89.185,105.45,-0.860465116,-0.551020408,84.35294118,-6.888888889,3.566666667,1.166666667,422,4827,33,24949,25048,224.932426,1924.278145,70,24.6
08-07-2020,56079,5603,10.93451669,8.631057448,0.001463293,0.002322881,63.96,112.795,132.16,13.1025641,7.813559322,108.2222222,-28.0952381,-28.24210526,7.020833333,411,5995,32,25034,25018,211.1774683,1713.278256,70,26.5
09-07-2020,56216,5609,10.93695669,8.63212773,0.002440003,0.001070282,67.31,128.585,148.21,19.48780488,20.37931034,134.6666667,-25.85,-25.93684211,5.673469388,392,5540,31,25158,24964,199.6160944,2215.81787,72,27.4
10-07-2020,56316,5612,10.93873397,8.632662441,0.001777273,0.000534712,64.805,127.95,134.6,-17.95744681,6.836363636,230.25,-32.5,-47.41052632,10.51219512,375,5411,27,25280,24938,203.0700167,1905.212115,83,30.1
11-07-2020,56407,5620,10.94034854,8.634086943,0.001614578,0.001424502,69.91,133.04,151.06,16.47826087,17.53225806,109.3,-24.23809524,-29.01052632,6.428571429,371,75,26,25346,24943,212.8833058,1914.851835,74,25.1
12-07-2020,56521,5627,10.94236753,8.635331719,0.002018986,0.001244777,71.86,149.15,162.865,6.5,13.94029851,143,-18.13043478,-39.17894737,8.125,377,71,25,25378,24982,152.9175779,2203.910943,70,25
13-07-2020,56621,5628,10.94413522,8.635509418,0.001767691,0.000177699,63.62,131.97,144.7,-3.4375,8.01754386,163.0666667,1.222222222,-0.06557377,-0.333333333,347,22015,26,25458,24949,205.0238624,1974.964759,74,23.6
14-07-2020,56730,5633,10.94605845,8.636397439,0.00192323,0.000888021,59.175,105.17,123.56,9.604651163,6.854166667,154.5,3.529411765,2.6,-2.444444444,331,4676,27,25534,24942,222.8595923,1747.955214,78,21.6
15-07-2020,56859,5636,10.9483298,8.636929873,0.002271348,0.000532434,68.89,126.43,141.71,16.925,13.12068966,180.5,-28.4,-26.92631579,5.3125,308,7553,27,25616,24991,229.436005,2072.599666,80,21
16-07-2020,57001,5646,10.95082409,8.638702609,0.002494293,0.001772736,68.16,128.28,142.8,10.43902439,11.43103448,157.2222222,-27.52380952,-27.24210526,6.653061224,317,7152,24,25675,25029,205.0724924,2047.773278,81,24.3
17-07-2020,57142,5647,10.95329468,8.63887971,0.002470586,0.000177101,68.505,125.635,141.495,10.04651163,9.482758621,105.5454545,-29.33333333,-27.01052632,7.836734694,313,14307,22,25773,25014,195.8144109,1838.700016,83,23.2
18-07-2020,57300,5654,10.9560559,8.640118538,0.002761226,0.001238829,69.285,130.86,147.345,4.638297872,9.246153846,131.2222222,-24.68181818,-26.01052632,6.612244898,306,-6101,20,25862,25032,178.020341,2154.512438,100,25.7
19-07-2020,57466,5655,10.95894875,8.640295389,0.002892845,0.00017685,70.04,138.765,162.01,-4.196078431,4.242424242,125.0714286,-23.65217391,-26.51578947,6.787234043,305,6315,21,25911,25082,220.0317699,1898.437929,73,27.5
20-07-2020,57616,5657,10.96155559,8.640648995,0.002606838,0.000353607,56.27,106.465,120.675,-9.081632653,-0.610169492,46.4,-15.05263158,-1.919354839,5,295,20523,21,26025,25072,191.4448703,2019.217764,75,25
21-07-2020,57796,5658,10.96467485,8.640825752,0.003119262,0.000176757,56.995,103.45,114.9,7,3.87755102,111.9333333,-3.055555556,3.426229508,0.444444444,285,7445,20,26097,25126,196.5180067,1646.042321,66,21.6
22-07-2020,57938,5662,10.96712875,8.641532466,0.002453904,0.000706714,67.68,124.55,138.765,13.7,8.275862069,168.5555556,-30.45,-27.48421053,6.1875,277,9143,20,26097,25258,221.4768222,2258.338994,77,21.7
23-07-2020,58080,5662,10.96957665,8.641532466,0.002447897,0,67.435,130.335,142.38,11.25581395,9.982758621,162.6666667,-31.55,-28.10526316,6.918367347,260,9903,16,49939,1556,177.5687482,2024.532752,90,22.1
24-07-2020,58243,5663,10.97237919,8.641709066,0.002802543,0.0001766,69.345,134.94,150.545,13.76086957,10.51724138,163.4,-25.54545455,-27.30526316,6.346938776,248,11087,15,50027,1619,248.4069765,1766.872048,66,22.7
25-07-2020,58414,5666,10.97531087,8.64223868,0.002931674,0.000529614,64.985,124.515,146.12,9.714285714,10.52459016,97.8,-29.95238095,-27.32631579,7.306122449,251,8432,18,50050,1761,192.2785155,1911.592776,80,24.8
26-07-2020,58583,5667,10.97819983,8.642415156,0.002888965,0.000176476,67.585,133.16,158.275,1.588235294,9.318181818,99.85714286,-25.65217391,-28.22105263,8.673913043,251,3260,17,50190,1769,216.3524657,1901.550066,74,27.9
27-07-2020,58728,5667,10.98067189,8.642415156,0.002472063,0,63.755,128.645,145.885,-4.32,6.736842105,159.6666667,0.611111111,0.68852459,-0.19047619,247,10406,15,50298,1840,212.2622222,2128.781738,61,26.9
28-07-2020,58897,5670,10.98354543,8.642944397,0.002873541,0.000529241,54.99,95.16,116.265,2.477272727,2.6,99.4,-6.666666667,0.360655738,-0.555555556,235,9443,16,50373,1903,208.2538452,1876.75269,69,26
29-07-2020,59073,5670,10.98652925,8.642944397,0.002983812,0,66.205,117.785,135.205,17.225,18.13793103,181.875,-34.35,-36.52631579,7.239130435,221,-31531,14,50505,1913,208.9182268,1992.966746,80,21.8
30-07-2020,59131,5673,10.9875106,8.643473357,0.000981354,0.000528961,64.955,126.04,139.735,16.46511628,16.60344828,202.125,-34.2,-36.91578947,7.659574468,220,10851,12,50615,1965,198.8333999,1765.807916,67,22.1
31-07-2020,59132,5674,10.98752751,8.643649615,1.69E-05,0.000176258,62.59,119.325,134.955,13.32608696,13.06779661,136.0909091,-36.19047619,-37.43157895,8.978723404,206,10703,12,50703,2045,191.1081008,1728.204851,63,21.9
01-08-2020,59458,5678,10.99302546,8.644354337,0.005497948,0.000704722,63.29,127.655,141.925,10.25,12.48333333,151.7777778,-30.33333333,-37,9,197,10533,10,50812,2104,216.9355983,1854.076383,48,23.3
02-08-2020,59599,5681,10.99539407,8.644882553,0.002368614,0.000528216,68.135,140.575,159.56,-1.196078431,9.353846154,143.3,-21.17391304,-36.11578947,7.386363636,200,12774,7,50886,2175,189.7183529,1656.72249,42,24.3
03-08-2020,59722,5683,10.99745574,8.645234541,0.002061666,0.000351989,60.345,127.91,144.75,-3.6,7.228070175,169.3333333,-2.333333333,-3.983606557,0,193,10877,8,50886,2341,220.1332673,1758.029879,60,22.3
04-08-2020,59845,5685,10.99951317,8.645586406,0.002057425,0.000351865,52.47,94.32,118.965,3.727272727,4.18,102.5,-10.11764706,-1.459016393,-1.055555556,190,1295,9,50886,2517,230.2535658,1828.248564,68,20.1
05-08-2020,60000,5687,11.00209984,8.645938147,0.002586676,0.000351741,58.775,105.715,126.29,12.3,12.67241379,87,-42.8,-42.25263158,10.09756098,208,15194,18,50886,2572,258.0672215,2225.332002,100,20.1
06-08-2020,60133,5687,11.00431405,8.645938147,0.002214213,0,64.75,122.6,135.3,13.11904762,16.5862069,186.25,-36.6,-41.47368421,9.090909091,189,17293,15,50886,2572,241.6135125,2498.233124,100,19.7
07-08-2020,60241,5687,11.00610846,8.645938147,0.001794408,0,62.095,114.18,132.95,12.97826087,13.20689655,122.1818182,-39.19047619,-41.15789474,9.977777778,177,16832,18,50886,2894,241.4216036,2192.973824,81,21.3
08-08-2020,60367,5692,11.00819788,8.646816959,0.002089414,0.000878812,64.095,126.28,140.15,10.30612245,14.12698413,135.8888889,-33.38095238,-40.82105263,9.622222222,172,-826,17,50886,3032,214.0283886,2060.847642,88,21.6
09-08-2020,60471,5695,11.00991919,8.647343876,0.001721313,0.000526917,62.1,129.94,149.14,1.730769231,10.61538462,135.7272727,-21.47826087,-39.37894737,8.175,172,8845,18,50886,3153,293.6692251,2235.163497,92,23.6
10-08-2020,60627,5696,11.01249562,8.647519453,0.002576427,0.000175577,60.145,136.045,150.505,-1.156862745,7.589285714,176.2,2.666666667,-3.409836066,-0.80952381,169,7386,21,50886,3274,206.4951359,2057.556978,85,24
11-08-2020,60718,5697,11.01399547,8.647694999,0.001499856,0.000175546,49.725,88.09,110.28,-0.326086957,0.5625,41.77272727,-17.22222222,-3.885245902,0.823529412,167,10095,19,50886,3427,248.3261969,2394.925226,82,27.4
12-08-2020,60813,5709,11.01555886,8.649799156,0.001563387,0.002104156,63.07,125.07,142.455,18.61904762,14,164.5555556,-36.9047619,-34.18947368,7.130434783,165,11239,19,50886,3560,266.0433694,1709.155511,83,24.9
13-08-2020,60917,5715,11.01726756,8.650849576,0.0017087,0.00105042,56.195,99.58,131.35,3.604651163,3.86440678,6.533333333,-44.04545455,-34.66315789,10.625,152,9652,19,50886,3668,277.1574496,1709.297978,62,24.1
14-08-2020,61004,5718,11.01869471,8.651374373,0.001427154,0.000524797,63.585,128.18,146.81,13.84444444,11.89655172,123.9090909,-31.86363636,-32.90526316,8.375,155,6494,23,50886,3789,247.6417707,1969.993681,89,22.3
15-08-2020,61084,5719,11.02000525,8.651549244,0.00131053,0.000174871,65.33,139.515,159.245,12.28571429,9.540983607,185.375,-24.19047619,-32.08421053,6.395833333,156,13036,22,50886,3890,229.3610541,2268.723699,80,22.4
16-08-2020,61151,5720,11.02110149,8.651724084,0.001096249,0.00017484,66,146.985,172.405,0.961538462,5.53125,152.6363636,-21.31818182,-30.91578947,5.804347826,156,7769,22,53041,1890,223.6780448,2105.447629,78,23.7
17-08-2020,61206,5721,11.0220005,8.651898894,0.000899009,0.00017481,59.21,139.1,148.735,1.358490566,6.807017544,184.6,2.842105263,-0.196721311,-0.761904762,151,6031,21,53135,1886,233.7207357,1894.18231,77,21.8
18-08-2020,61252,5727,11.02275178,8.652947112,0.000751278,0.001048218,51.965,101.97,123.05,6.75,5.645833333,110.1538462,-8.823529412,1.1,-1.944444444,151,4206,20,53270,1834,234.1795554,2087.983705,80,19.7
19-08-2020,61316,5729,11.0237961,8.653296274,0.001044318,0.000349162,63.63,122.615,144.87,13.24390244,10.34482759,169.7777778,-36.3,-29.67368421,5.541666667,149,12606,23,53441,1761,249.6400192,1998.256075,81,17.3
20-08-2020,61414,5730,11.0253931,8.65347081,0.001597002,0.000174535,62.605,122.27,144.57,7.75,8.413793103,116.3636364,-39.76190476,-30.87368421,7.541666667,151,0,25,53598,1688,228.6000618,2167.940777,70,16.2
21-08-2020,61495,5733,11.02671115,8.653994233,0.001318049,0.000523423,67.345,136.2,155.39,14.65217391,11.81034483,170.4,-32.85714286,-29.81052632,6.1875,149,19651,25,53709,1656,267.8352948,1714.384323,71,19.9
22-08-2020,61599,5739,11.02840092,8.655040258,0.001689766,0.001046025,68.15,138.705,159.6,12.42857143,10.01612903,170,-26.85714286,-29.36842105,5.75,149,9179,25,53847,1584,240.4935607,1896.702731,93,20.4
23-08-2020,61673,5740,11.02960151,8.655214489,0.001200597,0.000174231,67.7,152.795,175,3.754716981,7.029850746,141.9090909,-18.26086957,-28.90526316,5.276595745,145,7958,25,53930,1555,266.8090342,1990.581312,71,23
24-08-2020,61741,5744,11.03070349,8.655911111,0.001101982,0.000696621,60.04,140.76,151.185,1.921568627,6.910714286,186.0666667,6.578947368,-1.016393443,-0.80952381,145,6578,27,54083,1442,254.7415551,2057.954989,65,22.8
25-08-2020,61803,5746,11.03170719,8.65625924,0.001003691,0.000348129,56.805,113.59,129.17,10.70454545,7.869565217,150.5454545,-0.588235294,1.583333333,-3.444444444,146,8032,26,54238,1349,293.2493605,1848.077792,65,18.9
26-08-2020,61945,5747,11.03400217,8.656433259,0.002294988,0.000174019,65.565,121.545,140.49,0.545454545,-2.25,134.5,-51,-39.33333333,6.583333333,136,9828,10,54383,1301,266.7007232,2163.362843,51,14.5
27-08-2020,62056,5750,11.03579248,8.656955134,0.001790309,0.000521875,68.7,133.34,146.19,-0.538461538,-1.888888889,127,-50.6,-38.09090909,8.020833333,124,17473,23,54472,1290,238.1232042,1799.586593,80,13.1
28-08-2020,62124,5750,11.03688767,8.656955134,0.001095185,0,69.77,139.235,156.335,-1.230769231,-1.75,154,-46.6,-37.38235294,6.673469388,124,9102,16,54576,1284,220.8752197,1781.615277,63,16.5
29-08-2020,62232,5755,11.03862462,8.657824321,0.001736949,0.000869187,70.25,138.56,155.94,-1.357142857,-1.5,130.5,-47,-37.05882353,6.204081633,117,10409,14,54682,1251,189.9302032,1572.381709,55,16.4
30-08-2020,62352,5758,11.04055103,8.658345471,0.001926412,0.00052115,68.145,145.87,166.375,-9.35,-5.285714286,101.5,-44.2,-36.63333333,6.872340426,115,6021,12,54761,1236,214.0925609,2174.570878,64,16.9
31-08-2020,62492,5760,11.04279383,8.658692754,0.0022428,0.000347283,62.835,153.64,152,-13.85,-9.6,211.5,-29,-6.5,-0.428571429,118,5841,12,54850,1207,263.2378875,1849.606247,63,15.7
01-09-2020,62614,5762,11.04474417,8.659039916,0.001950347,0.000347162,57.885,110.955,118.4,-2.214285714,-3.2,129,-36.75,-3,-0.666666667,110,7575,12,54922,1276,182.945476,1875.279573,72,19
02-09-2020,62746,5764,11.04685011,8.659386957,0.002105936,0.000347041,71.165,126.335,138.955,0.272727273,-3.625,110,-49.8,-37.5625,6.895833333,115,5871,15,55008,1298,246.1291574,1845.112935,59,20
03-09-2020,62933,5767,11.04982595,8.659907294,0.002975837,0.000520336,76.125,139.815,147.03,-0.153846154,-0.125,125,-47.6,-36.18181818,6.918367347,117,13800,17,55106,1268,230.9411895,1807.769323,86,19.5
04-09-2020,63117,5767,11.05274543,8.659907294,0.002919478,0,74.485,144.665,152.83,0.5,1.5,130,-45.6,-34.23529412,6.408163265,117,9325,17,55235,1242,290.2351855,1757.905123,65,17.1
05-09-2020,63292,5769,11.05551422,8.660254034,0.002768792,0.000346741,76.05,145.12,153.09,-1.071428571,-0.333333333,114.5,-45.8,-33.94117647,6.326530612,116,7521,16,55300,1294,207.8717186,2270.578878,38,15.7
06-09-2020,63497,5769,11.05874794,8.660254034,0.003233722,0,74.105,161.925,169.615,-8.3,-5.714285714,140,-40.2,-33.96551724,5.1875,112,6997,18,55353,1379,200.6138372,2312.613759,40,15.9
07-09-2020,63713,5770,11.0621439,8.66042736,0.003395963,0.000173325,54.815,112.175,122.73,-17.05,-13.23529412,-17.66666667,-45.75,-13.16666667,5.578947368,110,6167,20,55438,1414,211.1694271,2052.234157,38,19.7
08-09-2020,63876,5770,11.06469898,8.66042736,0.002555081,0,62.425,121.05,120.56,2,2.9,164,-32.25,-3,-0.111111111,109,8820,20,55515,1467,169.7882464,2272.418779,44,16.8
