date,totcases,totdeaths,logtot,logdet,logdiff,logddiff_det,transit,walking,driving,recreation,essentials,parks,station_transit,workplace,resedential,TotalHospitalized,DailyTested,TotalICU,TotalRecovered,TotalActive,alberta,alberta-us,Coronavirus,Mean Temp
27-11-2020,53105,519,10.88002636,6.251903883,0.023376278,0.017493157,55.16666667,125.33,93.65,-16.0625,-2.25,-29.5,-41.375,-18.36842105,7.941176471,262,0,58,29304,9618,27.03863353,511.6802111,58,4.7
28-11-2020,54836,524,10.91210219,6.261491684,0.032075827,0.009587801,53.10666667,122.7833333,95.81,-17.5625,-4.375,-37.7,-42,-18.73684211,8.411764706,264,0,57,29731,10031,25.62168095,496.3325637,65,0.3
29-11-2020,56444,533,10.94100428,6.278521424,0.028902084,0.01702974,58.27666667,150.1733333,113.22,-10.58823529,2.882352941,-29.6,-35.75,-17.15789474,7.941176471,268,0,57,30462,10068,31.53041487,514.1252631,88,-1
30-11-2020,58177,541,10.97124537,6.293419279,0.030241091,0.014897855,48.13666667,136.93,97.49333333,-14.75,6,-9.1,-40.85714286,-10.15789474,5.583333333,287,0,57,31192,10057,29.90712608,453.093019,100,2.3
01-12-2020,59484,551,10.99346265,6.311734809,0.022217281,0.01831553,40.55666667,103.9133333,72.82,-22.26666667,-2.833333333,-21.8,-40.83333333,-14.16666667,6,284,0,61,31964,10382,27.46896566,434.6753967,74,-1.5
02-12-2020,61169,561,11.0213958,6.329720906,0.027933156,0.017986096,53.96333333,127.78,90.15666667,-14.1875,-0.4,-26.5,-40.25,-20.47368421,7.352941176,310,0,58,32835,10655,30.27243025,415.7152362,64,1.8
03-12-2020,63023,575,11.05125502,6.354370041,0.029859214,0.024649135,51.11,124.7566667,91.63,-13.35294118,1.2,-26.8,-39.125,-20,8,320,219422,56,33543,11274,34.00125472,348.0261093,49,4.6
04-12-2020,64851,590,11.07984761,6.380122537,0.028592592,0.025752496,50.96666667,128.5633333,89.89666667,-17.6875,-2.6875,-29.1,-41.875,-20.31578947,9,319,19564,60,34206,12195,28.51880955,483.1942646,47,5.2
05-12-2020,66730,596,11.10840991,6.390240667,0.028562296,0.01011813,50.82666667,135.0433333,92.89666667,-14,2.266666667,-31,-41.75,-20.57894737,8.294117647,328,19551,62,34779,13166,26.11300466,363.3868424,59,3.6
06-12-2020,68566,615,11.13555206,6.421622268,0.027142158,0.031381601,51.13666667,150.9266667,106.1833333,-13.375,4.1875,-25.3,-39.5,-19.31578947,9.352941176,348,13617,66,35695,13349,65.86798042,499.1499897,58,4.7
07-12-2020,70301,631,11.1605413,6.447305863,0.024989238,0.025683595,41.64,126.0666667,90.01666667,-21.33333333,2.083333333,-13.7,-40.57142857,-12.21052632,7.666666667,355,15698,71,36582,13719,62.01815452,503.2739163,90,7.4
08-12-2020,72028,640,11.18481021,6.461468176,0.024268909,0.014162314,36.91333333,100.1433333,69.34,-24.93333333,-4.666666667,-16.6,-47,-16.11111111,7.545454545,383,15994,84,37316,14052,55.28016921,472.0695021,69,5
09-12-2020,73488,653,11.20487741,6.481577129,0.020067195,0.020108953,46.73,129.25,87.94,-17,-3.1875,-26.5,-47,-26.73684211,9.235294118,405,16330,86,38369,14217,65.43771359,465.2177031,65,-3.7
10-12-2020,75054,666,11.22596313,6.501289671,0.021085727,0.019712541,51.75,134.2766667,90.18,-15.86666667,6,-22.2,-43.125,-26.21052632,9.705882353,415,21742,88,39381,14931,55.55888602,466.2031288,66,-6.9
11-12-2020,76792,684,11.24885575,6.527957918,0.022892614,0.026668247,45.42666667,136.2633333,91.29333333,-16.6875,2.733333333,-20.9,-44.625,-25.42105263,9.941176471,435,23360,95,40219,15692,61.9796921,403.7903206,87,-10
12-12-2020,78382,697,11.26934959,6.546785411,0.020493841,0.018827493,46.18666667,138.3133333,94.89333333,-17.0625,0.625,-17.3,-43.875,-24.26315789,10.11764706,453,20602,96,41182,16454,54.77766121,560.4620346,82,-9.4
13-12-2020,80099,719,11.29101865,6.577861358,0.02166906,0.031075947,45.93666667,154.0033333,108.3633333,-18.47058824,0.470588235,-12,-39.25,-22.15789474,10.58823529,479,15900,97,42305,16628,59.79963193,524.7088744,89,-15.5
14-12-2020,81986,733,11.31430378,6.597145702,0.023285131,0.019284344,40.39666667,137.4466667,95.83666667,-19.5625,4.833333333,12.1,-37,-12.47368421,7.416666667,504,18484,97,43464,17144,70.33577738,433.9010307,77,-9
15-12-2020,83327,744,11.33052791,6.612041035,0.016224125,0.014895333,37.55,109.5666667,74.40333333,-24.93333333,-2.583333333,10.1,-42.85714286,-15.70588235,7.090909091,511,19697,97,44705,17743,61.10572973,402.126485,74,-2.9
16-12-2020,84597,760,11.34565408,6.633318433,0.015126179,0.021277398,44.33333333,131.62,90.75666667,-18.26666667,-2.066666667,-20.8,-43.75,-26.42105263,9.235294118,533,17258,99,46018,18243,59.72091143,459.2897605,56,0.5
17-12-2020,86168,790,11.36405416,6.672032945,0.018400074,0.038714512,43.86666667,132.98,92.04666667,-17.8,-0.8125,-20.7,-44.125,-24.42105263,9.705882353,563,21144,101,47328,18806,64.36802148,507.9311106,49,-2
18-12-2020,86168,790,11.36405416,6.672032945,0,0,41.92333333,132.0266667,91.27666667,-17.46666667,2.5,-29.6,-47,-25.21052632,10.58823529,601,23537,100,48467,19484,55.89686996,377.9343032,67,-3.3
19-12-2020,88933,841,11.39563856,6.73459166,0.031584398,0.062558715,42.92,137.1733333,98.26333333,-15.33333333,4.2,-29.6,-46,-24.78947368,10.17647059,609,20512,108,49603,20067,55.72172408,424.2338628,69,2
20-12-2020,90219,851,11.40999533,6.746412129,0.014356771,0.011820469,43.55,143.59,111.9366667,-15.4375,3.375,-32.1,-45.5,-22.10526316,10.94117647,654,19071,112,51000,20388,58.0352705,498.428161,57,1.1
21-12-2020,91459,860,11.42364606,6.756932389,0.013650737,0.010520261,37.65666667,133.03,97.87333333,-16.75,8.416666667,-23.1,-42.57142857,-9.842105263,7.666666667,685,16839,121,52636,20199,65.65683053,399.2545537,45,-0.1
22-12-2020,92480,871,11.43474768,6.769641977,0.01110162,0.012709588,30.26333333,89.10333333,66.59,-39.28571429,-10.91666667,-41.4,-51.66666667,-23.16666667,9.727272727,682,16859,124,54225,20163,58.04352687,417.9884388,77,-10.4
23-12-2020,93781,890,11.44871756,6.791221463,0.013969872,0.021579486,37.62333333,118.7466667,85.83333333,-28.5,-2.066666667,-33,-49,-31.68421053,12,684,21056,123,55947,20161,48.38569935,463.3979151,68,-7.8
24-12-2020,93781,890,11.44871756,6.791221463,0,0,39.37,126.5266667,92.17,-25.2,2.666666667,-28.4,-44.85714286,-31.73684211,12.35294118,681,20322,128,57613,20072,61.19989705,460.7323777,72,4.1
25-12-2020,93781,890,11.44871756,6.791221463,0,0,40.89,130.8033333,96.66666667,-23.06666667,7.0625,-22.7,-49.125,-30.73684211,12.17647059,681,21837,136,58818,20562,44.73479739,506.6755489,78,-1.3
26-12-2020,93781,890,11.44871756,6.791221463,0,0,39.18333333,128.49,97.14,-26.26666667,2.5,-34.6,-50.625,-30.78947368,12.76470588,716,20519,136,60130,21123,58.07239888,473.3346775,100,-6.3
27-12-2020,93781,890,11.44871756,6.791221463,0,0,37.62666667,143.6833333,113.29,-25.75,5.266666667,-30.4,-44.875,-27.31578947,13.47058824,742,16457,137,61934,20649,50.96911373,486.024719,53,-10.1
28-12-2020,98269,1002,11.4954639,6.909753282,0.046746339,0.118531819,36.66,130.11,98.19333333,-27.0625,8.75,-4.6,-43,-19.36842105,9.333333333,749,17661,139,63668,20169,53.46444044,490.4687638,54,-8.7
29-12-2020,99141,1028,11.50429836,6.935370446,0.008834463,0.025617164,31.67666667,113.3,80.17,-28.85714286,3.25,-0.4,-47.85714286,-22.22222222,8.181818182,763,19960,138,65513,19865,53.88809086,540.5384511,57,-11.1
30-12-2020,100428,1046,11.51719633,6.952728645,0.012897974,0.017358199,41.18,135.4633333,101.64,-14,14.875,-22,-51.875,-37,11.52941176,763,0,138,65513,19865,53.61529856,425.7717439,38,-5
31-12-2020,101628,1046,11.52907437,6.952728645,0.011878035,0,44.55666667,117.49,86.34,-23.66666667,9,-35.5,-49.25,-41.84210526,14.88235294,777,38215,151,68832,19260,59.59434963,494.6659158,47,-5.4
